"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-000182"		"curated"	"Acyclovir"	"Acicloftal#Aciclovir#Aclovir#ACV#Acycloguanosine#Acyclovir Sodium#BW-248U#Cargosil#Virorax#Wellcome-248U#Zovirax#Zovirax for Injection"	"clinical"		"C205"	"A synthetic analog of the purine nucleoside, guanosine, with potent antiviral activity against herpes simplex viruses type 1 and 2, varicella-zoster virus and other viruses of the herpesvirus family. After conversion in vivo to the active metabolite acyclovir triphosphate by viral thymidine kinase, acyclovir competitively inhibits viral DNA polymerase by incorporating into the growing viral DNA chain and terminating further polymerization."	
"DRUG-000215"		"curated"	"Adagrasib"	"KRAS G12C Inhibitor MRTX849#MRTX 849#MRTX-849#MRTX849"	"clinical"		"C157493"	"An orally available, small molecule inhibitor that targets the oncogenic KRAS substitution mutation, G12C, with potential antineoplastic activity. Upon oral administration adagrasib covalently binds to cytosine 12 within the switch II pocket of GDP-bound KRAS G12C, thereby inhibiting mutant KRAS-dependent signaling. KRAS, a member of the RAS family of oncogenes, serves an important role in cell signaling, division and differentiation. Mutations of KRAS may induce constitutive signal transduction leading to tumor cell growth, proliferation, invasion, and metastasis."	
"DRUG-000010"		"curated"	"Adavosertib"	"AZD-1775#AZD1775#MK-1775#MK1775"	"clinical"	"WEE1"	"C91725"	"A small molecule inhibitor of the tyrosine kinase WEE1 with potential antineoplastic sensitizing activity. Adavosertib selectively targets and inhibits WEE1, a tyrosine kinase that phosphorylates cyclin-dependent kinase 1 (CDK1, CDC2) to inactivate the CDC2/cyclin B complex. Inhibition of WEE1 activity prevents the phosphorylation of CDC2 and impairs the G2 DNA damage checkpoint. This may lead to apoptosis upon treatment with DNA damaging chemotherapeutic agents. Unlike normal cells, most p53 deficient or mutated human cancers lack the G1 checkpoint as p53 is the key regulator of the G1 checkpoint and these cells rely on the G2 checkpoint for DNA repair to damaged cells. Annulment of the G2 checkpoint may therefore make p53 deficient tumor cells more vulnerable to antineoplastic agents and enhance their cytotoxic effect."	"0000000"
"DRUG-002791"		"curated"	"Adebrelimab"	"HTI-1088#SHR-1316"	"clinical"	"CD274"	"C148535"	"An immunoglobulin G4 (IgG4), humanized monoclonal antibody directed against the immunosuppressive ligand programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, adebrelimab specifically targets and binds to PD-L1, blocking its binding to and activation of its receptor programmed death 1 (PD-1). This reverses T-cell inactivation caused by PD-1/PD-L1 signaling and enhances the cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune response against PD-L1-expressing tumor cells. PD-L1 is overexpressed by many human cancer cell types. PD-L1 binding to PD-1 on T-cells suppresses the immune system and results in immune evasion. PD-1, a transmembrane protein belonging to the immunoglobulin superfamily expressed on activated T-cells, is a negative regulator of the immune system that limits the expansion and survival of CD8-positive T-cells."	
"DRUG-007614"		"curated"	"Adenosine A2A Receptor Antagonist DZD2269"	"A2AR Antagonist DZD2269#DZD 2269#DZD-2269#DZD2269"	"clinical"	"ADORA2A"	"C178569"	"An immune checkpoint inhibitor and antagonist of the adenosine A2A receptor (A2AR; ADORA2A), with potential immunomodulating and antineoplastic activities. Upon administration, A2AR antagonist DZD2269 selectively binds to and inhibits A2AR expressed on T-lymphocytes. This prevents tumor-released adenosine from interacting with the A2A receptors, thereby blocking the adenosine/A2AR-mediated inhibition of T-lymphocytes. This results in the proliferation and activation of T-lymphocytes, and stimulates a T-cell-mediated immune response against tumor cells. A2AR, a G protein-coupled receptor, is highly expressed on the cell surfaces of T-cells and, upon activation by adenosine, inhibits their proliferation and activation. Adenosine is often overproduced by cancer cells and plays a key role in immunosuppression."	
"DRUG-002459"	"DRUG-001531"	"replacedWith"	"Adenosine A2A Receptor Antagonist NIR178"	"A2AR Antagonist NIR178#NIR 178"	"clinical"	"ADORA2A"	"C142374"	"An orally bioavailable immune checkpoint inhibitor and antagonist of the adenosine A2A receptor (A2AR; ADORA2A), with potential immunomodulating and antineoplastic activities. Upon administration, A2AR antagonist NIR178 selectively binds to and inhibits A2AR expressed on T-lymphocytes. This prevents tumor-released adenosine from interacting with the A2A receptors, thereby blocking the adenosine/A2AR-mediated inhibition of T-lymphocytes. This results in the proliferation and activation of T-lymphocytes, and stimulates a T-cell-mediated immune response against tumor cells. A2AR, a G protein-coupled receptor, is highly expressed on the cell surfaces of T-cells and, upon activation by adenosine, inhibits their proliferation and activation. Adenosine is often overproduced by cancer cells and plays a key role in immunosuppression."	
"DRUG-002747"		"curated"	"Adenosine A2B Receptor Antagonist PBF-1129"	"A2BR Antagonist PBF-1129#PBF 1129#PBF-1129#PBF1129"	"clinical"	"ADORA2B"	"C148435"	"An orally bioavailable antagonist of the immunomodulatory checkpoint molecule adenosine A2B receptor (A2BR; ADORA2B), with potential anti-inflammatory, immunomodulating and antineoplastic activities. Upon administration, A2BR antagonist PBF-1129 competes with adenosine for binding to A2BR expressed on various cancer cell types and numerous immune cells, such as dendritic cells (DCs), mast cells, macrophages and lymphocytes. This inhibits A2BR activity and prevents adenosine/A2BR-mediated signaling. The inhibition of A2BR in cancer cells prevents activation of downstream oncogenic pathways, which leads to an inhibition of cell proliferation and metastasis. A2BR inhibition also prevents the release of various growth factors, cytokines and chemokines, such as vascular endothelial growth factor (VEGF), interleukin-8 (IL-8) and angiopoietin-2 (Ang2) from immune cells, which may abrogate the adenosine-mediated immunosuppression in the tumor microenvironment (TME) and activate the immune system to exert anti-tumor immune responses against cancer cells leading to tumor cell killing. In addition, under non-cancerous inflammatory conditions, inhibition of A2BR leads to reduced activation and proliferation of various immune cells, which results in decreased pro-inflammatory cytokine production and may prevent inflammation. A2BR, a G protein-coupled signaling receptor, is expressed on the cell surfaces of numerous immune cells and is often overexpressed on a variety of cancer cell types; it plays a key role in their proliferation, progression and metastasis. Adenosine is overproduced under inflammatory conditions and plays a key role in pro-inflammatory actions. Adenosine is often overproduced by tumor cells and plays a key role in immunosuppression and tumor cell proliferation. The pro- and anti-inflammatory effects of adenosine and A2BR are cell type-specific and dependent on the extracellular microenvironment."	
"DRUG-005776"	"DRUG-001477"	"replacedWith"	"Pegcetacoplan"		"clinical"		"C170296"		"L04AA54"
"DRUG-000249"		"curated"	"Afatinib"	"Afatinib Dimaleate#BIBW 2992#BIBW 2992MA2#BIBW2992#BIBW2992 MA2#Gilotrif"	"clinical"	"EGFR#ERBB2"	"C66940"	"An orally bioavailable anilino-quinazoline derivative and inhibitor of the receptor tyrosine kinase (RTK) epidermal growth factor receptor (ErbB; EGFR) family, with antineoplastic activity. Upon administration, afatinib selectively and irreversibly binds to and inhibits the epidermal growth factor receptors 1 (ErbB1; EGFR), 2 (ErbB2; HER2), and 4 (ErbB4; HER4), and certain EGFR mutants, including those caused by EGFR exon 19 deletion mutations or exon 21 (L858R) mutations. This may result in the inhibition of tumor growth and angiogenesis in tumor cells overexpressing these RTKs. Additionally, afatinib inhibits the EGFR T790M gatekeeper mutation which is resistant to treatment with first-generation EGFR inhibitors. EGFR, HER2 and HER4 are RTKs that belong to the EGFR superfamily; they play major roles in both tumor cell proliferation and tumor vascularization and are overexpressed in many cancer cell types."	"L01EB03"
"DRUG-000250"		"curated"	"Afuresertib"	"GSK2110183"	"clinical"		"C82390"	"An orally bioavailable inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity. Afuresertib binds to and inhibits the activity of Akt, which may result in inhibition of the PI3K/Akt signaling pathway and tumor cell proliferation and the induction of tumor cell apoptosis. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents."	
"DRUG-017752"		"curated"	"Akt Inhibitor LY2780301"	"LY2780301"	"clinical"	"AKT1#AKT2#AKT3"	"C95737"	"An orally bioavailable inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity. Akt inhibitor LY2780301 binds to and inhibits the activity of Akt, which may result in inhibition of the PI3K/Akt signaling pathway, thereby leading to inhibition of cell proliferation and the induction of apoptosis in tumor cells. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents."	
"DRUG-017076"		"curated"	"Akt Inhibitor MK2206"	"MK 2206#MK-2206#MK-2206 FREE BASE#MK2206"	"clinical"	"AKT1#AKT1S1#AKT2"	"C90581"	"An orally bioavailable allosteric inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity. Akt inhibitor MK2206 binds to and inhibits the activity of Akt in a non-ATP competitive manner, which may result in the inhibition of the PI3K/Akt signaling pathway and tumor cell proliferation and the induction of tumor cell apoptosis. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents."	
"DRUG-016538"		"curated"	"Akt Inhibitor SR13668"	"SRI13668"	"clinical"	"AKT1#AKT2#AKT3"	"C85448"	"An orally bioavailable indole-3-carbinol (I3C) analogue inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic and antiangiogenic activities. Akt inhibitor SR13668 binds to and inhibits the activity of Akt, which may result in inhibition of the PI3K/Akt signaling pathway and tumor cell proliferation, and the induction of tumor cell apoptosis. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents."	
"DRUG-012027"		"curated"	"Aldoxorubicin"	"Aldoxorubicin Hydrochloride#DOXO-EMCH#Doxorubicin-EMCH#INNO-206"	"clinical"		"C68921"	"A 6-maleimidocaproyl hydrazone derivative prodrug of the anthracycline antibiotic doxorubicin (DOXO-EMCH) with antineoplastic activity. Following intravenous administration, aldoxorubicin binds selectively to the cysteine-34 position of albumin via its maleimide moiety. Doxorubicin is released from the albumin carrier after cleavage of the acid-sensitive hydrazone linker within the acidic environment of tumors and, once located intracellularly, intercalates DNA, inhibits DNA synthesis, and induces apoptosis. Albumin tends to accumulate in solid tumors as a result of high metabolic turnover, rapid angiogenesis, hypervasculature, and impaired lymphatic drainage. Because of passive accumulation within tumors, this agent may improve the therapeutic effects of doxorubicin while minimizing systemic toxicity."	
"DRUG-000251"		"curated"	"Alectinib"	"AF-802#AF802#Alecensa#ALK Inhibitor RO5424802#CH5424802#RG7853#RO5424802"	"clinical"	"ALK"	"C101790"	"An orally available inhibitor of the receptor tyrosine kinase anaplastic lymphoma kinase (ALK) with antineoplastic activity. Upon administration, alectinib binds to and inhibits ALK kinase, ALK fusion proteins as well as the gatekeeper mutation ALKL1196M known as one of the mechanisms of acquired resistance to small-molecule kinase inhibitors. The inhibition leads to disruption of ALK-mediated signaling and eventually inhibits tumor cell growth in ALK-overexpressing tumor cells. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development. ALK dysregulation and gene rearrangements are associated with a series of tumors."	"L01ED03"
"DRUG-000252"		"curated"	"Alemtuzumab"	"Anti-CD52 Monoclonal Antibody#Campath#Campath-1H#LDP-03#Lemtrada#MabCampath#Monoclonal Antibody Campath-1H"	"clinical"	"CD52"	"C1681"	"A recombinant DNA-derived humanized monoclonal antibody directed against the cell surface glycoprotein, CD52. Alemtuzumab is an IgG1 kappa with human variable framework and constant regions, and complementarity-determining regions derived from a rat monoclonal antibody. This agent selectively binds to CD52, thereby triggering a host immune response that results in lysis of CD52 + cells. CD52 is a glycoprotein expressed on the surface of essentially all normal and malignant B and T cells, a majority of monocytes, macrophages and natural killer (NK) cells, a subpopulation of granulocytes, and tissues of the male reproductive system. (NCI04)"	"L04AA34"
