"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000015"		"ok"	"Amoxicillin"	"AMOX#Amoxicillin Sodium#Amoxicillin Trihydrate#Amoxil#Polymox#Trimox#Utimox#Wymox"	"C237"	"A broad-spectrum, semisynthetic aminopenicillin antibiotic with bactericidal activity. Amoxicillin binds to and inactivates penicillin-binding protein (PBP) 1A located on the inner membrane of the bacterial cell wall. Inactivation of PBPs interferes with the cross-linkage of peptidoglycan chains necessary for bacterial cell wall strength and rigidity. This interrupts bacterial cell wall synthesis and results in the weakening of the bacterial cell wall and causes cell lysis."
"DRUG-000193"		"ok"	"Amrubicin"	"Amrubicin Hydrochloride#Calsed#SM-5887#SMP-5887"	"C80089"	"A synthetic 9-amino-anthracycline with antineoplastic activity. Amrubicin intercalates into DNA and inhibits the activity of topoisomerase II, resulting in inhibition of DNA replication, and RNA and protein synthesis, followed by cell growth inhibition and cell death. This agent has demonstrated a higher level of anti-tumor activity than conventional anthracycline drugs without exhibiting any indication of the cumulative cardiac toxicity common to this class of compounds."
"DRUG-000194"		"ok"	"Amsacrine"	"Acridinyl Anisidide#Amekrin#AMSA#Amsa P-D#Amsacrine Lactate#Amsidine#Amsidyl#CI-880#Lamasine#m-AMSA#m-AMSA lactate#SN-11841#SN-21429#SN 11841"	"C240"	"An aminoacridine derivative with potential antineoplastic activity. Although its mechanism of action is incompletely defined, amsacrine may intercalate into DNA and inhibit topoisomerase II, resulting in DNA double-strand breaks, arrest of the S/G2 phase of the cell cycle, and cell death. This agent's cytotoxicity is maximal during the S phase of the cell cycle when topoisomerase levels are greatest. In addition, amsacrine may induce transcription of tumor promoter p53 protein and block p53 ubiquitination and proteasomal degradation, resulting in p53-dependent tumor cell apoptosis."
"DRUG-012159"		"ok"	"Amuvatinib"	"Amuvatinib Hydrochloride#HPK56#HPK56 HCl#MP-470 HCI#MP470#MP470 HCl#Receptor Tyrosine Kinase Inhibitor MP470"	"C71750"	"An orally bioavailable synthetic carbothioamide with potential antineoplastic activity. Multitargeted receptor tyrosine kinase inhibitor MP470 binds to mutant forms of the stem cell factor receptor (c-Kit; SCFR), inhibiting clinically relevant mutants of this receptor tyrosine kinase that may be associated with resistance to therapy. In addition, MP470 inhibits activities of other receptor tyrosine kinases, such as c-Met, Ret oncoprotein, and mutant forms of Flt3 and PDGFR alpha, which are frequently dysregulated in variety of tumors. This agent also suppresses the induction of DNA repair protein Rad51, thereby potentiating the activities of DNA damage-inducing agents. Mutant forms of c-Kit are often associated with tumor chemoresistance."
"DRUG-000016"		"ok"	"Anagrelide"	"Agrylin#Anagrelide Hydrochloride#Anagrelide Hydrochloride Anhydrous#BL-4162A#BMY-26538-01"	"C28825"	"A synthetic quinazoline derivative, Anagrelide reduces platelet production through a decrease in megakaryocyte maturation. Anagrelide inhibits cyclic AMP phosphodiesterase, as well as ADP- and collagen-induced platelet aggregation. At therapeutic doses, it does not influence white cell counts or coagulation parameters. Anagrelide is used for treatment of essential thrombocythemia to reduce elevated platelet counts and the risk of thrombosis. (NCI04)"
"DRUG-000258"		"ok"	"Anastrozole"	"Anastrazole#Arimidex#ICI-D1033#ICI D1033#ZD-1033"	"C1607"	"A nonsteroidal inhibitor of estrogen synthesis that resembles paclitaxel in chemical structure.  As a third-generation aromatase inhibitor, anastrozole selectively binds to and reversibly inhibits aromatase, a cytochrome P-450 enzyme complex found in many tissues including those of the premenopausal ovary, liver, and breast; aromatase catalyzes the aromatization of androstenedione and testosterone into estrone and estradiol, the final step in estrogen biosynthesis.  In estrogen-dependent breast cancers, ananstrozole may inhibit tumor growth. (NCI04)"
"DRUG-001839"	"DRUG-007263"	"deprecated"	"Androgen Receptor Antagonist SHR3680"		"C126335"	
"DRUG-000195"		"ok"	"Anetumab Ravtansine"	"BAY 94-9343"	"C98293"	"A fully human IgG1 monoclonal antibody directed against the cell surface glycoprotein mesothelin and conjugated to the maytansinoid DM4 with potential antineoplastic activity. The monoclonal antibody moiety of anetumab ravtansine targets and binds to the tumor associated antigen mesothelin; upon internalization, the DM4 moiety binds to tubulin and disrupts microtubule assembly/disassembly dynamics, resulting in inhibition of cell division and cell growth of mesothelin-expressing tumor cells. Mesothelin is overexpressed on all mesotheliomas as well as many ovarian and pancreatic cancers while minimally expressed on normal tissue."
"DRUG-004265"	"DRUG-007240"	"deprecated"	"Anti-AXL/PBD Antibody-drug Conjugate ADCT-601"		"C160890"	
"DRUG-000196"		"ok"	"Anti-DKK1 Monoclonal Antibody BHQ880"	"BHQ-880#BHQ880"	"C80040"	"A humanized monoclonal antibody directed against Wnt antagonist Dickkopf-1 (DKK1) with potential anti-osteolytic activity. Anti-DKK1 monoclonal antibody BHQ880 binds to and inhibits DKK1, enhancing signaling through the Wnt pathway, which may result in osteoblast differentiation and activation within the bone matrix and the reversal of tumor-induced osteolytic disease. DKK1 is a potent Wnt signaling pathway antagonist."
"DRUG-002646"	"DRUG-007269"	"deprecated"	"Anti-DLL3/CD3 BiTE Antibody AMG 757"		"C147027"	
"DRUG-000197"		"ok"	"Anti-KIR Monoclonal Antibody IPH 2101"	"1-7F9#IPH-2101#IPH 2101"	"C78464"	"A human monoclonal antibody directed against the human inhibitory killer IgG-like receptor (KIR) with potential immunostimulating and antineoplastic activities. Anti-KIR monoclonal antibody IPH 2101 binds to the KIR receptor expressed on human natural killer (NK) cells, which may prevent KIR-mediated inhibition of NK cells and permit NK cell-mediated anti-tumor cytotoxicity. KIRs are surface glycoproteins that bind to major histocompatibility complex (MHC)/human leukocyte antigen (HLA) class I subtypes on target cells; binding of KIRs inhibits NK cell-mediated cytotoxicity."
"DRUG-008202"		"ok"	"Anti-PD-L1/TGF-beta Bispecific Antibody Y101D"	"Anti-PD-L1/Anti-TGF-beta Bispecific Antibody Y101D#PD-L1 x TGFbeta Bispecific Antibody Y101D#PD-L1/TGF-beta Bispecific Antibody Y101D#Y-101D#Y 101D#Y101D"	"C184375"	"A recombinant bispecific antibody targeting both the immunosuppressive ligand human programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274) and the human transforming growth factor beta (TGF-beta), with potential antineoplastic and immune checkpoint modulating activities. Upon administration, the anti-PD-L1/TGF-beta bispecific antibody Y101D targets, binds to and neutralizes TGFbeta while simultaneously targets, binds to, and inhibits the activity of PD-L1 on tumor cells. This prevents both TGF-beta- and PD-L1-mediated immuno-suppressive pathways signaling, and increases natural killer (NK) cell and cytotoxic T-lymphocyte (CTL) activities. This restores and enhances anti-tumor responses and inhibits tumor cell proliferation in susceptible tumor cells. TGF-beta and PD-L1 are both upregulated in certain types of cancers; their overexpression is associated with increased evasion of immune surveillance and contributes to poor prognosis."
"DRUG-000198"		"ok"	"Anti-mesothelin CAR Vector-transduced Autologous T-lymphocytes"	"Anti-meso-CAR Vector-transduced Autologous T Cells"	"C124650"	"Genetically modified, autologous T-lymphocytes transduced with a retroviral vector encoding a chimeric antigen receptor (CAR) consisting of an anti-human tumor-associated antigen (TAA) mesothelin single chain variable fragment (scFv), the intracellular CD3 zeta T-cell receptor domain and the 4-1BB (cd137) costimulatory domain, with potential immunomodulating and antineoplastic activities. After isolation, transduction, expansion in culture, and reintroduction into the patient, the anti-mesothelin CAR vector-transduced autologous T-lymphocytes specifically target and kill mesothelin-expressing tumor cells. Mesothelin, a cell surface glycoprotein involved in cell adhesion, is overexpressed in a variety of cancer cell types."
"DRUG-000259"		"ok"	"Apalutamide"	"ARN-509#ARN 509#ARN509#Erleada#JNJ-56021927#JNJ 56021927"	"C92574"	"A small molecule and androgen receptor (AR) antagonist with potential antineoplastic activity. Apalutamide binds to AR in target tissues thereby preventing androgen-induced receptor activation and facilitating the formation of inactive complexes that cannot be translocated to the nucleus. This prevents binding to and transcription of AR-responsive genes. This ultimately inhibits the expression of genes that regulate prostate cancer cell proliferation and may lead to an inhibition of cell growth in AR-expressing tumor cells."
"DRUG-000017"		"ok"	"Apixaban"	"BMS-562247#BMS-562247-01#Eliquis"	"C61308"	"An orally active inhibitor of coagulation factor Xa with anticoagulant activity. Apixaban directly inhibits factor Xa, thereby interfering with the conversion of prothrombin to thrombin and preventing formation of cross-linked fibrin clots."
"DRUG-000018"		"ok"	"Aprepitant"	"CINVANTI#Emend#L-754030#MK-0869#ONO-7436"	"C49173"	"A small molecule, high-affinity substance P antagonist (SPA) with antiemetic activity. Crossing the blood brain barrier, aprepitant binds selectively to the human substance P/neurokinin 1 receptor in the central nervous system (CNS), thereby inhibiting receptor binding of endogenous substance P and substance P-induced emesis. This agent has little or no affinity for serotonin type 3 (5-HT3), dopamine, and corticosteroid receptors."
"DRUG-000019"		"ok"	"Argatroban"	"Argipidine#MD-805"	"C28833"	"A synthetic derivative of L-arginine with antithrombotic activity. Argatroban is a univalent and direct inhibitor of fibrin-bound thrombin. This agent reversibly binds to the thrombin active site thereby preventing the thrombin-dependent reactions, which include conversion of fibrinogen to fibrin; the activation of factors V, VIII and XI; the activation of protein C; and platelet aggregation. Argatroban is highly selective for thrombin and is able to inhibit the action of both free and clot-associated thrombin. As a result, stabilization of blood clots and coagulation is inhibited."
"DRUG-000020"		"ok"	"Aspirin"	"Acetylsalicylic acid#ASA#Aspergum#Ecotrin#Empirin#Entericin#Extren#Measurin"	"C287"	"An orally administered non-steroidal antiinflammatory agent. Acetylsalicylic acid binds to and acetylates serine residues in cyclooxygenases, resulting in decreased synthesis of prostaglandin, platelet aggregation, and inflammation. This agent exhibits analgesic, antipyretic, and anticoagulant properties."
"DRUG-000260"		"ok"	"Atezolizumab"	"MPDL-3280A#MPDL 3280A#MPDL 328OA#MPDL3280A#MPDL328OA#RG7446#RO5541267#Tecentriq"	"C106250"	"A humanized, Fc optimized, monoclonal antibody directed against the protein ligand PD-L1 (programmed cell death-1 ligand 1; CD274), with potential immune checkpoint inhibitory and antineoplastic activities. Atezolizumab binds to PD-L1, blocking its binding to and activation of its receptor programmed death 1 (PD-1; PDCD1) expressed on activated T-cells, which may enhance the T-cell-mediated immune response to neoplasms and reverse T-cell inactivation. In addition, by binding to PD-L1, atezolizumab also prevents binding of this ligand to B7.1 (CD80) expressed on activated T cells, which further enhances the T-cell-mediated immune response. PD-L1 is overexpressed on many human cancer cell types and on various tumor-infiltrating immune cells. PD-L1 binding to PD-1 on T-cells suppresses the immune system and results in increased immune evasion. PD-1, a transmembrane protein, is a negative regulator of the immune system that limits the expansion and survival of CD8+ T cells. The Fc region of atezolizumab is modified in such a way that it does not induce either antibody-dependent cytotoxicity (ADCC) or complement-dependent cytotoxicity (CDC)."
"DRUG-000021"		"ok"	"Atovaquone"	"566C80#BW-566C#BW-A566C#Mepron"	"C28838"	"A synthetic hydroxynaphthoquinone with antiprotozoal activity. Atovoquone blocks the mitochondrial electron transport at complex III of the respiratory chain of protozoa, thereby inhibiting pyrimidine synthesis, preventing DNA synthesis and leading to protozoal death."
"DRUG-008374"		"ok"	"Autologous Anti-CD7-CAR-CD28zeta T-cells"	"Autologous Anti-CD7-CAR/28zeta T-cells#Autologous CD7-CAR-CD28zeta-expressing T Cells#Autologous CRISPR-edited CD7-targeting CAR-CD28zeta T Cells"	"C185169"	"A preparation of autologous T-lymphocytes that have been genetically engineered to express a chimeric antigen receptor (CAR) directed against the CD7 antigen and linked to the co-stimulatory domains of CD28 and the zeta chain of the TCR/CD3 complex (CD3-zeta) (CD28zeta), with potential immunostimulating and antineoplastic activities. Upon administration, the autologous anti-CD7-CAR-CD28zeta T-cells specifically recognize and bind to CD7-expressing tumor cells, resulting in specific T-cell-mediated tumor cell lysis. CD7 is a transmembrane glycoprotein expressed by T-cells and natural killer (NK) cells and their precursors. It is expressed in the majority of lymphoblastic T-cell leukemias and lymphomas and in a subset of peripheral T-cell lymphomas."
